driverId,truckId,eventTime,eventType,longitude,latitude,routeName,eventDate
32,42,00:51.3,Normal,-94.31,37.31,Peoria to Ceder Rapids Route 2,2016-05-27-22
11,74,00:51.5,Normal,-90.24,38.0,Saint Louis to Memphis Route2,2016-05-27-22
12,104,00:51.9,Normal,-89.8,35.94,Peoria to Ceder Rapids,2016-05-27-22
28,39,00:51.9,Normal,-93.6,39.77,Springfield to KC Via Hanibal Route 2,2016-05-27-22
10,85,00:52.0,Normal,-95.35,36.47,Saint Louis to Tulsa,2016-05-27-22
17,15,00:52.0,Normal,-90.21,38.65,Springfield to KC Via Columbia,2016-05-27-22
29,66,00:52.3,Normal,-95.56,35.97,Wichita to Little Rock Route 2,2016-05-27-22
16,12,00:52.4,Normal,-89.17,40.38,Saint Louis to Memphis,2016-05-27-22
31,18,00:52.5,Normal,-90.2,38.65,Memphis to Little Rock Route 2,2016-05-27-22
22,87,00:52.6,Normal,-88.07,41.48, Saint Louis to Chicago Route2,2016-05-27-22
12,104,00:52.8,Normal,-90.07,35.68,Peoria to Ceder Rapids,2016-05-27-22
11,74,00:53.1,Normal,-90.15,38.62,Saint Louis to Memphis Route2,2016-05-27-22
27,105,00:53.2,Normal,-90.41,38.75,Springfield to KC Via Columbia Route 2,2016-05-27-22
21,109,00:53.3,Normal,-90.2,38.65,Memphis to Little Rock Route 2,2016-05-27-22
31,18,00:53.4,Normal,-90.2,38.65,Memphis to Little Rock Route 2,2016-05-27-22
26,57,00:54.0,Normal,-95.01,36.73,Saint Louis to Tulsa Route2,2016-05-27-22
10,85,00:54.1,Normal,-95.01,36.73,Saint Louis to Tulsa,2016-05-27-22
11,74,00:54.1,Normal,-90.15,38.62,Saint Louis to Memphis Route2,2016-05-27-22
29,66,00:54.1,Normal,-95.99,36.17,Wichita to Little Rock Route 2,2016-05-27-22
27,105,00:54.1,Normal,-90.55,38.81,Springfield to KC Via Columbia Route 2,2016-05-27-22
28,39,00:54.4,Normal,-92.94,39.77,Springfield to KC Via Hanibal Route 2,2016-05-27-22
22,87,00:54.4,Normal,-87.67,41.87, Saint Louis to Chicago Route2,2016-05-27-22
12,104,00:54.6,Normal,-90.07,35.1,Peoria to Ceder Rapids,2016-05-27-22
20,41,00:54.9,Normal,-88.64,42.21,Des Moines to Chicago Route 2,2016-05-27-22
21,109,00:55.0,Normal,-89.63,39.84,Memphis to Little Rock Route 2,2016-05-27-22
27,105,00:55.2,Normal,-90.67,38.82,Springfield to KC Via Columbia Route 2,2016-05-27-22
24,97,00:55.2,Normal,-88.77,40.76,Peoria to Ceder Rapids Route 2,2016-05-27-22
12,104,00:55.4,Normal,-90.07,35.1,Peoria to Ceder Rapids,2016-05-27-22
15,51,00:55.7,Normal,-88.07,41.48,Joplin to Kansas City,2016-05-27-22
21,109,00:55.8,Normal,-89.17,40.38,Memphis to Little Rock Route 2,2016-05-27-22
11,74,00:56.0,Normal,-90.24,38.0,Saint Louis to Memphis Route2,2016-05-27-22
27,105,00:56.0,Normal,-90.79,38.83,Springfield to KC Via Columbia Route 2,2016-05-27-22
22,87,00:56.2,Normal,-88.42,41.11, Saint Louis to Chicago Route2,2016-05-27-22
10,85,00:56.8,Normal,-94.23,37.09,Saint Louis to Tulsa,2016-05-27-22
23,68,59:21.7,Normal,-89.52,40.7,Joplin to Kansas City Route 2,2016-05-27-22
16,12,59:21.7,Normal,-89.52,40.7,Saint Louis to Memphis,2016-05-27-22
30,58,59:21.7,Normal,-93.58,41.62,Des Moines to Chicago Route 2,2016-05-27-22
17,15,59:21.7,Normal,-90.21,38.65,Springfield to KC Via Columbia,2016-05-27-22
15,51,59:21.7,Normal,-90.04,35.19,Joplin to Kansas City,2016-05-27-22
28,39,59:21.7,Normal,-89.66,39.78,Springfield to KC Via Hanibal Route 2,2016-05-27-22
14,25,59:22.3,Normal,-94.46,37.16,Joplin to Kansas City Route 2,2016-05-27-22
13,89,59:22.4,Normal,-93.36,41.69,Des Moines to Chicago.kml,2016-05-27-22
16,12,59:22.5,Normal,-89.91,40.86,Saint Louis to Memphis,2016-05-27-22
31,18,59:22.5,Normal,-94.46,37.16,Memphis to Little Rock Route 2,2016-05-27-22
12,104,59:22.6,Normal,-90.35,38.43,Peoria to Ceder Rapids,2016-05-27-22
26,57,59:22.6,Normal,-90.34,38.58,Saint Louis to Tulsa Route2,2016-05-27-22
21,109,59:23.1,Normal,-94.31,37.31,Memphis to Little Rock Route 2,2016-05-27-22
20,41,59:23.2,Normal,-93.04,41.71,Des Moines to Chicago Route 2,2016-05-27-22
13,89,59:23.4,Normal,-93.04,41.71,Des Moines to Chicago.kml,2016-05-27-22
30,58,59:23.4,Normal,-93.04,41.71,Des Moines to Chicago Route 2,2016-05-27-22
10,85,59:23.4,Normal,-90.53,38.51,Saint Louis to Tulsa,2016-05-27-22
21,109,59:24.0,Normal,-94.3,37.66,Memphis to Little Rock Route 2,2016-05-27-22
17,15,59:24.1,Normal,-90.67,38.82,Springfield to KC Via Columbia,2016-05-27-22
15,51,59:24.2,Normal,-90.94,35.03,Joplin to Kansas City,2016-05-27-22
30,58,59:24.2,Normal,-92.74,41.75,Des Moines to Chicago Route 2,2016-05-27-22
12,104,59:24.3,Normal,-90.0,37.72,Peoria to Ceder Rapids,2016-05-27-22
31,18,59:24.3,Normal,-94.3,37.66,Memphis to Little Rock Route 2,2016-05-27-22
21,109,59:24.8,Normal,-94.37,38.0,Memphis to Little Rock Route 2,2016-05-27-22
17,15,59:25.0,Normal,-90.79,38.83,Springfield to KC Via Columbia,2016-05-27-22
32,42,59:25.1,Normal,-91.14,34.96,Peoria to Ceder Rapids Route 2,2016-05-27-22
13,89,59:25.1,Normal,-92.4,41.78,Des Moines to Chicago.kml,2016-05-27-22
25,96,59:25.2,Normal,-89.71,37.47,Memphis to Little Rock,2016-05-27-22
24,97,59:25.2,Normal,-88.77,40.76,Peoria to Ceder Rapids Route 2,2016-05-27-22
29,66,59:25.5,Normal,-97.37,36.79,Wichita to Little Rock Route 2,2016-05-27-22
22,87,59:25.8,Normal,-91.38,34.83, Saint Louis to Chicago Route2,2016-05-27-22
18,16,59:25.8,Normal,-90.24,39.72,Springfield to KC Via Hanibal,2016-05-27-22
15,51,59:26.0,Normal,-91.38,34.83,Joplin to Kansas City,2016-05-27-22
30,58,59:26.1,Normal,-92.19,41.74,Des Moines to Chicago Route 2,2016-05-27-22
31,18,59:26.1,Normal,-94.35,38.33,Memphis to Little Rock Route 2,2016-05-27-22
12,104,59:26.6,Normal,-89.54,36.84,Peoria to Ceder Rapids,2016-05-27-22
20,41,59:26.7,Normal,-91.94,41.71,Des Moines to Chicago Route 2,2016-05-27-22
32,42,59:26.9,Normal,-91.74,34.89,Peoria to Ceder Rapids Route 2,2016-05-27-22
24,97,59:26.9,Normal,-88.07,41.48,Peoria to Ceder Rapids Route 2,2016-05-27-22
16,12,59:27.0,Normal,-91.32,41.71,Saint Louis to Memphis,2016-05-27-22
29,66,59:27.2,Normal,-97.35,36.4,Wichita to Little Rock Route 2,2016-05-27-22
22,87,59:27.5,Normal,-91.93,34.81, Saint Louis to Chicago Route2,2016-05-27-22
20,41,59:27.6,Normal,-91.59,41.7,Des Moines to Chicago Route 2,2016-05-27-22
32,42,59:27.7,Normal,-91.93,34.81,Peoria to Ceder Rapids Route 2,2016-05-27-22
14,25,59:27.8,Normal,-94.38,38.99,Joplin to Kansas City Route 2,2016-05-27-22
26,57,59:27.9,Normal,-91.3,38.14,Saint Louis to Tulsa Route2,2016-05-27-22
12,104,59:28.2,Normal,-89.8,35.94,Peoria to Ceder Rapids,2016-05-27-22
17,15,59:28.4,Normal,-91.33,38.87,Springfield to KC Via Columbia,2016-05-27-22
19,26,59:28.5,Normal,-97.14,36.41,Wichita to Little Rock.kml,2016-05-27-22
14,25,59:28.6,Normal,-94.59,39.1,Joplin to Kansas City Route 2,2016-05-27-22
25,96,59:28.7,Normal,-89.8,35.94,Memphis to Little Rock,2016-05-27-22
29,66,59:28.9,Normal,-96.97,36.24,Wichita to Little Rock Route 2,2016-05-27-22
31,18,59:28.9,Normal,-94.59,39.1,Memphis to Little Rock Route 2,2016-05-27-22
20,41,59:29.3,Normal,-90.82,41.66,Des Moines to Chicago Route 2,2016-05-27-22
32,42,59:29.4,Normal,-92.31,34.78,Peoria to Ceder Rapids Route 2,2016-05-27-22
30,58,59:29.7,Normal,-90.82,41.66,Des Moines to Chicago Route 2,2016-05-27-22
26,57,59:29.7,Normal,-91.55,38.04,Saint Louis to Tulsa Route2,2016-05-27-22
17,15,59:30.0,Normal,-91.74,38.94,Springfield to KC Via Columbia,2016-05-27-22
27,105,59:30.0,Normal,-91.74,38.94,Springfield to KC Via Columbia Route 2,2016-05-27-22
20,41,59:30.2,Normal,-90.64,41.56,Des Moines to Chicago Route 2,2016-05-27-22
32,42,59:30.2,Normal,-92.31,34.78,Peoria to Ceder Rapids Route 2,2016-05-27-22
14,25,59:30.5,Normal,-94.38,38.99,Joplin to Kansas City Route 2,2016-05-27-22
24,97,59:30.6,Normal,-88.42,41.11,Peoria to Ceder Rapids Route 2,2016-05-27-22
12,104,59:30.9,Normal,-90.07,35.1,Peoria to Ceder Rapids,2016-05-27-22
22,87,59:31.0,Normal,-92.09,34.8, Saint Louis to Chicago Route2,2016-05-27-22
10,85,59:31.2,Normal,-91.99,37.94,Saint Louis to Tulsa,2016-05-27-22
28,39,59:31.2,Normal,-91.2,39.75,Springfield to KC Via Hanibal Route 2,2016-05-27-22
21,109,59:31.3,Normal,-94.38,38.67,Memphis to Little Rock Route 2,2016-05-27-22
15,51,59:31.6,Normal,-92.09,34.8,Joplin to Kansas City,2016-05-27-22
12,104,59:31.7,Normal,-90.07,35.1,Peoria to Ceder Rapids,2016-05-27-22
20,41,59:32.0,Normal,-89.88,41.77,Des Moines to Chicago Route 2,2016-05-27-22
10,85,59:32.0,Normal,-92.08,37.81,Saint Louis to Tulsa,2016-05-27-22
31,18,59:32.2,Normal,-94.35,38.33,Memphis to Little Rock Route 2,2016-05-27-22
16,12,59:32.4,Normal,-91.47,41.74,Saint Louis to Memphis,2016-05-27-22
23,68,59:32.5,Normal,-91.32,41.71,Joplin to Kansas City Route 2,2016-05-27-22
17,15,59:32.6,Normal,-92.38,38.98,Springfield to KC Via Columbia,2016-05-27-22
32,42,59:32.9,Normal,-91.74,34.89,Peoria to Ceder Rapids Route 2,2016-05-27-22
20,41,59:33.0,Normal,-89.6,41.76,Des Moines to Chicago Route 2,2016-05-27-22
31,18,59:33.1,Normal,-94.37,38.0,Memphis to Little Rock Route 2,2016-05-27-22
14,25,59:33.2,Normal,-94.37,38.0,Joplin to Kansas City Route 2,2016-05-27-22
23,68,59:33.5,Normal,-91.05,41.72,Joplin to Kansas City Route 2,2016-05-27-22
11,74,59:33.6,Normal,-89.74,39.1,Saint Louis to Memphis Route2,2016-05-27-22
10,85,59:33.8,Normal,-92.48,37.8,Saint Louis to Tulsa,2016-05-27-22
28,39,59:33.8,Normal,-91.8,39.67,Springfield to KC Via Hanibal Route 2,2016-05-27-22
13,89,59:33.9,Normal,-89.29,41.85,Des Moines to Chicago.kml,2016-05-27-22
25,96,59:34.1,Normal,-90.07,35.68,Memphis to Little Rock,2016-05-27-22
23,68,59:34.3,Normal,-90.7,41.62,Joplin to Kansas City Route 2,2016-05-27-22
22,87,59:34.5,Normal,-91.14,34.96, Saint Louis to Chicago Route2,2016-05-27-22
19,26,59:34.6,Normal,-95.56,35.97,Wichita to Little Rock.kml,2016-05-27-22
13,89,59:34.7,Normal,-89.03,41.92,Des Moines to Chicago.kml,2016-05-27-22
21,109,59:34.8,Normal,-94.31,37.31,Memphis to Little Rock Route 2,2016-05-27-22
25,96,59:35.0,Normal,-89.8,35.94,Memphis to Little Rock,2016-05-27-22
30,58,59:35.2,Normal,-89.03,41.92,Des Moines to Chicago Route 2,2016-05-27-22
22,87,59:35.3,Normal,-90.94,35.03, Saint Louis to Chicago Route2,2016-05-27-22
10,85,59:35.5,Normal,-92.74,37.6,Saint Louis to Tulsa,2016-05-27-22
11,74,59:35.5,Normal,-90.2,38.65,Saint Louis to Memphis Route2,2016-05-27-22
25,96,59:35.8,Normal,-89.65,36.37,Memphis to Little Rock,2016-05-27-22
30,58,59:36.1,Normal,-88.96,42.25,Des Moines to Chicago Route 2,2016-05-27-22
22,87,59:36.2,Normal,-90.68,35.12, Saint Louis to Chicago Route2,2016-05-27-22
28,39,59:36.3,Normal,-92.42,39.76,Springfield to KC Via Hanibal Route 2,2016-05-27-22
17,15,59:36.4,Normal,-93.01,38.97,Springfield to KC Via Columbia,2016-05-27-22
27,105,59:36.5,Normal,-93.01,38.97,Springfield to KC Via Columbia Route 2,2016-05-27-22
16,12,59:36.9,Normal,-90.29,40.96,Saint Louis to Memphis,2016-05-27-22
20,41,59:37.1,Normal,-88.41,42.11,Des Moines to Chicago Route 2,2016-05-27-22
18,16,59:37.1,Normal,-92.57,39.77,Springfield to KC Via Hanibal,2016-05-27-22
31,18,59:37.2,Normal,-94.58,37.03,Memphis to Little Rock Route 2,2016-05-27-22
27,105,59:37.4,Normal,-93.2,38.98,Springfield to KC Via Columbia Route 2,2016-05-27-22
26,57,59:37.7,Normal,-92.99,37.34,Saint Louis to Tulsa Route2,2016-05-27-22
16,12,59:37.9,Normal,-89.91,40.86,Saint Louis to Memphis,2016-05-27-22
30,58,59:38.0,Normal,-88.41,42.11,Des Moines to Chicago Route 2,2016-05-27-22
11,74,59:38.0,Unsafe tail distance,-89.17,40.38,Saint Louis to Memphis Route2,2016-05-27-22
31,18,59:38.1,Normal,-94.46,37.16,Memphis to Little Rock Route 2,2016-05-27-22
10,85,59:38.2,Normal,-93.14,37.26,Saint Louis to Tulsa,2016-05-27-22
17,15,59:38.3,Normal,-93.45,38.99,Springfield to KC Via Columbia,2016-05-27-22
14,25,59:38.5,Normal,-94.46,37.16,Joplin to Kansas City Route 2,2016-05-27-22
22,87,59:38.8,Normal,-90.04,35.19, Saint Louis to Chicago Route2,2016-05-27-22
21,109,59:38.8,Normal,-94.31,37.31,Memphis to Little Rock Route 2,2016-05-27-22
17,15,59:39.1,Normal,-93.65,39.0,Springfield to KC Via Columbia,2016-05-27-22
25,96,59:39.2,Normal,-90.0,37.72,Memphis to Little Rock,2016-05-27-22
27,105,59:39.3,Normal,-93.65,39.0,Springfield to KC Via Columbia Route 2,2016-05-27-22
16,12,59:39.6,Normal,-89.52,40.7,Saint Louis to Memphis,2016-05-27-22
22,87,59:39.7,Normal,-90.37,35.21, Saint Louis to Chicago Route2,2016-05-27-22
18,16,59:39.8,Normal,-93.13,39.78,Springfield to KC Via Hanibal,2016-05-27-22
19,26,59:39.9,Normal,-94.22,35.5,Wichita to Little Rock.kml,2016-05-27-22
24,97,59:40.1,Normal,-88.42,41.11,Peoria to Ceder Rapids Route 2,2016-05-27-22
14,25,59:40.3,Normal,-94.3,37.66,Joplin to Kansas City Route 2,2016-05-27-22
31,18,59:40.5,Normal,-94.37,38.0,Memphis to Little Rock Route 2,2016-05-27-22
15,51,59:40.6,Normal,-90.37,35.21,Joplin to Kansas City,2016-05-27-22
18,16,59:40.6,Normal,-93.33,39.77,Springfield to KC Via Hanibal,2016-05-27-22
21,109,59:40.7,Normal,-94.37,38.0,Memphis to Little Rock Route 2,2016-05-27-22
13,89,59:41.0,Normal,-88.02,42.04,Des Moines to Chicago.kml,2016-05-27-22
19,26,59:41.4,Normal,-93.61,35.51,Wichita to Little Rock.kml,2016-05-27-22
12,104,59:41.5,Normal,-90.15,38.62,Peoria to Ceder Rapids,2016-05-27-22
10,85,59:41.5,Normal,-94.23,37.09,Saint Louis to Tulsa,2016-05-27-22
32,42,59:41.6,Normal,-90.94,35.03,Peoria to Ceder Rapids Route 2,2016-05-27-22
11,74,59:41.7,Normal,-87.67,41.87,Saint Louis to Memphis Route2,2016-05-27-22
27,105,59:42.1,Normal,-94.16,39.04,Springfield to KC Via Columbia Route 2,2016-05-27-22
22,87,59:42.1,Normal,-91.14,34.96, Saint Louis to Chicago Route2,2016-05-27-22
26,57,59:42.2,Normal,-94.23,37.09,Saint Louis to Tulsa Route2,2016-05-27-22
29,66,59:42.4,Normal,-93.36,35.4,Wichita to Little Rock Route 2,2016-05-27-22
10,85,59:42.5,Normal,-94.54,37.02,Saint Louis to Tulsa,2016-05-27-22
24,97,59:42.8,Normal,-87.67,41.87,Peoria to Ceder Rapids Route 2,2016-05-27-22
31,18,59:43.0,Normal,-94.38,38.99,Memphis to Little Rock Route 2,2016-05-27-22
23,68,59:43.2,Normal,-91.05,41.72,Joplin to Kansas City Route 2,2016-05-27-22
21,109,59:43.2,Normal,-94.38,38.99,Memphis to Little Rock Route 2,2016-05-27-22
15,51,59:43.2,Normal,-91.14,34.96,Joplin to Kansas City,2016-05-27-22
32,42,59:43.5,Normal,-91.38,34.83,Peoria to Ceder Rapids Route 2,2016-05-27-22
28,39,59:43.6,Normal,-94.15,39.77,Springfield to KC Via Hanibal Route 2,2016-05-27-22
19,26,59:44.0,Normal,-92.87,35.25,Wichita to Little Rock.kml,2016-05-27-22
16,12,59:44.0,Normal,-91.05,41.72,Saint Louis to Memphis,2016-05-27-22
12,104,59:44.1,Normal,-90.24,38.0,Peoria to Ceder Rapids,2016-05-27-22
15,51,59:44.2,Normal,-91.38,34.83,Joplin to Kansas City,2016-05-27-22
25,96,59:44.3,Normal,-90.24,38.0,Memphis to Little Rock,2016-05-27-22
11,74,59:44.6,Normal,-88.42,41.11,Saint Louis to Memphis Route2,2016-05-27-22
22,87,59:44.8,Normal,-91.93,34.81, Saint Louis to Chicago Route2,2016-05-27-22
21,109,59:44.9,Normal,-94.59,39.1,Memphis to Little Rock Route 2,2016-05-27-22
16,12,59:45.0,Normal,-91.32,41.71,Saint Louis to Memphis,2016-05-27-22
17,15,59:45.1,Normal,-94.31,39.04,Springfield to KC Via Columbia,2016-05-27-22
10,85,59:45.1,Normal,-95.14,36.66,Saint Louis to Tulsa,2016-05-27-22
31,18,59:45.4,Normal,-94.38,38.99,Memphis to Little Rock Route 2,2016-05-27-22
21,109,59:45.6,Normal,-94.38,38.99,Memphis to Little Rock Route 2,2016-05-27-22
27,105,59:45.7,Normal,-94.31,39.04,Springfield to KC Via Columbia Route 2,2016-05-27-22
13,89,59:45.7,Normal,-89.29,41.85,Des Moines to Chicago.kml,2016-05-27-22
25,96,59:46.1,Normal,-89.71,37.47,Memphis to Little Rock,2016-05-27-22
31,18,59:46.4,Normal,-94.38,38.67,Memphis to Little Rock Route 2,2016-05-27-22
24,97,59:46.4,Normal,-89.17,40.38,Peoria to Ceder Rapids Route 2,2016-05-27-22
21,109,59:46.5,Normal,-94.38,38.67,Memphis to Little Rock Route 2,2016-05-27-22
16,12,59:46.6,Normal,-91.63,41.72,Saint Louis to Memphis,2016-05-27-22
22,87,59:46.7,Normal,-92.31,34.78, Saint Louis to Chicago Route2,2016-05-27-22
20,41,59:47.0,Normal,-90.2,41.59,Des Moines to Chicago Route 2,2016-05-27-22
14,25,59:47.1,Normal,-94.38,38.67,Joplin to Kansas City Route 2,2016-05-27-22
16,12,59:47.3,Normal,-91.78,42.23,Saint Louis to Memphis,2016-05-27-22
13,89,59:47.4,Normal,-89.88,41.77,Des Moines to Chicago.kml,2016-05-27-22
10,85,59:47.7,Normal,-95.69,36.25,Saint Louis to Tulsa,2016-05-27-22
18,16,59:47.8,Normal,-94.42,39.27,Springfield to KC Via Hanibal,2016-05-27-22
20,41,59:47.8,Normal,-90.64,41.56,Des Moines to Chicago Route 2,2016-05-27-22
24,97,59:48.1,Normal,-89.74,39.1,Peoria to Ceder Rapids Route 2,2016-05-27-22
29,66,59:48.2,Normal,-92.25,34.92,Wichita to Little Rock Route 2,2016-05-27-22
21,109,59:48.3,Normal,-94.37,38.0,Memphis to Little Rock Route 2,2016-05-27-22
15,51,59:48.4,Normal,-92.31,34.78,Joplin to Kansas City,2016-05-27-22
14,25,59:48.7,Normal,-94.37,38.0,Joplin to Kansas City Route 2,2016-05-27-22
20,41,59:48.7,Normal,-90.82,41.66,Des Moines to Chicago Route 2,2016-05-27-22
16,12,59:49.1,Normal,-91.63,41.72,Saint Louis to Memphis,2016-05-27-22
13,89,59:49.2,Normal,-90.64,41.56,Des Moines to Chicago.kml,2016-05-27-22
12,104,59:49.3,Normal,-89.8,35.94,Peoria to Ceder Rapids,2016-05-27-22
22,87,59:49.3,Normal,-91.93,34.81, Saint Louis to Chicago Route2,2016-05-27-22
17,15,59:49.6,Normal,-93.45,38.99,Springfield to KC Via Columbia,2016-05-27-22
30,58,59:49.9,Normal,-90.64,41.56,Des Moines to Chicago Route 2,2016-05-27-22
31,18,59:49.9,Normal,-94.31,37.31,Memphis to Little Rock Route 2,2016-05-27-22
21,109,59:50.0,Normal,-94.31,37.31,Memphis to Little Rock Route 2,2016-05-27-22
16,12,59:50.1,Normal,-91.47,41.74,Saint Louis to Memphis,2016-05-27-22
19,26,59:50.4,Normal,-92.87,35.25,Wichita to Little Rock.kml,2016-05-27-22
20,41,59:50.6,Normal,-91.59,41.7,Des Moines to Chicago Route 2,2016-05-27-22
32,42,59:50.7,Normal,-91.74,34.89,Peoria to Ceder Rapids Route 2,2016-05-27-22
29,66,59:50.8,Normal,-93.12,35.31,Wichita to Little Rock Route 2,2016-05-27-22
31,18,59:50.9,Normal,-94.46,37.16,Memphis to Little Rock Route 2,2016-05-27-22
23,68,59:50.9,Normal,-91.05,41.72,Joplin to Kansas City Route 2,2016-05-27-22
22,87,59:51.1,Normal,-91.38,34.83, Saint Louis to Chicago Route2,2016-05-27-22
14,25,59:51.4,Normal,-94.46,37.16,Joplin to Kansas City Route 2,2016-05-27-22
30,58,59:51.5,Normal,-91.24,41.67,Des Moines to Chicago Route 2,2016-05-27-22
26,57,59:51.7,Normal,-95.76,36.18,Saint Louis to Tulsa Route2,2016-05-27-22
29,66,59:51.8,Normal,-93.36,35.4,Wichita to Little Rock Route 2,2016-05-27-22
15,51,59:51.9,Normal,-91.38,34.83,Joplin to Kansas City,2016-05-27-22
25,96,59:52.2,Normal,-90.07,35.1,Memphis to Little Rock,2016-05-27-22
24,97,59:52.3,Normal,-89.17,40.38,Peoria to Ceder Rapids Route 2,2016-05-27-22
32,42,59:52.4,Normal,-91.14,34.96,Peoria to Ceder Rapids Route 2,2016-05-27-22
13,89,59:52.7,Normal,-91.94,41.71,Des Moines to Chicago.kml,2016-05-27-22
10,85,59:52.8,Normal,-95.5,36.37,Saint Louis to Tulsa,2016-05-27-22
31,18,59:52.8,Normal,-94.58,37.03,Memphis to Little Rock Route 2,2016-05-27-22
20,41,59:53.1,Normal,-92.4,41.78,Des Moines to Chicago Route 2,2016-05-27-22
18,16,59:53.3,Normal,-94.24,39.63,Springfield to KC Via Hanibal,2016-05-27-22
23,68,59:53.4,Normal,-90.29,40.96,Joplin to Kansas City Route 2,2016-05-27-22
10,85,59:53.6,Normal,-95.35,36.47,Saint Louis to Tulsa,2016-05-27-22
11,74,59:53.6,Normal,-88.77,40.76,Saint Louis to Memphis Route2,2016-05-27-22
24,97,59:53.9,Normal,-88.42,41.11,Peoria to Ceder Rapids Route 2,2016-05-27-22
22,87,59:53.9,Normal,-90.68,35.12, Saint Louis to Chicago Route2,2016-05-27-22
30,58,59:54.2,Normal,-92.19,41.74,Des Moines to Chicago Route 2,2016-05-27-22
18,16,59:54.2,Normal,-94.25,39.73,Springfield to KC Via Hanibal,2016-05-27-22
10,85,59:54.4,Normal,-95.14,36.66,Saint Louis to Tulsa,2016-05-27-22
28,39,59:54.7,Normal,-94.15,39.77,Springfield to KC Via Hanibal Route 2,2016-05-27-22
24,97,59:54.7,Normal,-88.07,41.48,Peoria to Ceder Rapids Route 2,2016-05-27-22
32,42,59:54.9,Normal,-90.37,35.21,Peoria to Ceder Rapids Route 2,2016-05-27-22
20,41,59:54.9,Normal,-93.04,41.71,Des Moines to Chicago Route 2,2016-05-27-22
12,104,59:55.1,Normal,-89.8,35.94,Peoria to Ceder Rapids,2016-05-27-22
16,12,59:55.2,Normal,-89.91,40.86,Saint Louis to Memphis,2016-05-27-22
31,18,59:55.6,Normal,-94.3,37.66,Memphis to Little Rock Route 2,2016-05-27-22
22,87,59:55.7,Normal,-90.04,35.19, Saint Louis to Chicago Route2,2016-05-27-22
30,58,59:55.9,Normal,-92.74,41.75,Des Moines to Chicago Route 2,2016-05-27-22
23,68,59:56.0,Normal,-89.52,40.7,Joplin to Kansas City Route 2,2016-05-27-22
11,74,59:56.4,Lane Departure,-87.67,41.87,Saint Louis to Memphis Route2,2016-05-27-22
27,105,59:56.5,Normal,-92.22,38.96,Springfield to KC Via Columbia Route 2,2016-05-27-22
24,97,59:56.5,Normal,-87.67,41.87,Peoria to Ceder Rapids Route 2,2016-05-27-22
28,39,59:56.6,Normal,-93.6,39.77,Springfield to KC Via Hanibal Route 2,2016-05-27-22
14,25,59:56.6,Normal,-94.37,38.0,Joplin to Kansas City Route 2,2016-05-27-22
18,16,59:56.8,Normal,-93.6,39.77,Springfield to KC Via Hanibal,2016-05-27-22
29,66,59:57.3,Normal,-95.15,35.51,Wichita to Little Rock Route 2,2016-05-27-22
24,97,59:57.3,Normal,-88.07,41.48,Peoria to Ceder Rapids Route 2,2016-05-27-22
17,15,59:57.4,Normal,-91.74,38.94,Springfield to KC Via Columbia,2016-05-27-22
32,42,59:57.5,Normal,-90.37,35.21,Peoria to Ceder Rapids Route 2,2016-05-27-22
19,26,59:57.6,Normal,-95.15,35.51,Wichita to Little Rock.kml,2016-05-27-22
12,104,59:57.8,Normal,-89.56,37.2,Peoria to Ceder Rapids,2016-05-27-22
31,18,59:58.2,Normal,-94.38,38.67,Memphis to Little Rock Route 2,2016-05-27-22
29,66,59:58.2,Normal,-95.3,35.64,Wichita to Little Rock Route 2,2016-05-27-22
15,51,59:58.3,Normal,-90.37,35.21,Joplin to Kansas City,2016-05-27-22
25,96,59:58.6,Normal,-89.56,37.2,Memphis to Little Rock,2016-05-27-22
23,68,59:58.6,Normal,-90.44,41.54,Joplin to Kansas City Route 2,2016-05-27-22
13,89,59:58.6,Normal,-93.58,41.62,Des Moines to Chicago.kml,2016-05-27-22
24,97,59:59.0,Normal,-88.77,40.76,Peoria to Ceder Rapids Route 2,2016-05-27-22
29,66,59:59.0,Normal,-95.42,35.87,Wichita to Little Rock Route 2,2016-05-27-22
20,41,59:59.2,Normal,-93.04,41.71,Des Moines to Chicago Route 2,2016-05-27-22
27,105,59:59.4,Normal,-91.56,38.93,Springfield to KC Via Columbia Route 2,2016-05-27-22
13,89,59:59.5,Normal,-93.36,41.69,Des Moines to Chicago.kml,2016-05-27-22
23,68,59:59.5,Normal,-90.7,41.62,Joplin to Kansas City Route 2,2016-05-27-22
10,85,59:59.7,Normal,-93.69,37.16,Saint Louis to Tulsa,2016-05-27-22
31,18,00:00.0,Normal,-94.59,39.1,Memphis to Little Rock Route 2,2016-05-27-22
32,42,00:00.2,Normal,-91.14,34.96,Peoria to Ceder Rapids Route 2,2016-05-27-22
26,57,00:00.2,Normal,-93.69,37.16,Saint Louis to Tulsa Route2,2016-05-27-22
12,104,00:00.4,Normal,-90.24,38.0,Peoria to Ceder Rapids,2016-05-27-22
10,85,00:00.5,Normal,-93.34,37.21,Saint Louis to Tulsa,2016-05-27-22
24,97,00:00.6,Normal,-89.63,39.84,Peoria to Ceder Rapids Route 2,2016-05-27-22
31,18,00:01.0,Normal,-94.59,39.1,Memphis to Little Rock Route 2,2016-05-27-22
27,105,00:01.0,Normal,-91.19,38.83,Springfield to KC Via Columbia Route 2,2016-05-27-22
13,89,00:01.1,Normal,-92.74,41.75,Des Moines to Chicago.kml,2016-05-27-22
